M,M_abs,E_Ising,E_defrag,E_total,E_bind,n_walls,var_M,Phi_max,Phi_var,sweep
0.59228515625,0.59228515625,-2792.0,1030.3430373163064,-1761.6569626836936,-1030.3430373163062,1213,0.6491982936859131,10.682110663796502,16.82281630655946,0
0.00048828125,0.00048828125,-7736.0,174347.44587212248,166611.44587212248,-174347.4458721225,129,0.9999996423721313,128.3820985429638,8719.564507127408,100
-0.001953125,0.001953125,-7720.0,174381.84077412495,166661.84077412495,-174381.840774125,129,0.9999961853027344,128.18052201611235,8721.333051262649,200
-0.00146484375,0.00146484375,-7724.0,174328.7494546208,166604.7494546208,-174328.7494546208,131,0.9999977350234985,128.181130122045,8718.776866188982,300
0.00244140625,0.00244140625,-7756.0,174428.75468770924,166672.75468770924,-174428.7546877092,129,0.9999939203262329,128.5039966784646,8723.102386472585,400
0.00048828125,0.00048828125,-7748.0,174391.45971946663,166643.45971946663,-174391.45971946663,128,0.9999996423721313,128.26262640892173,8721.474834084927,500
0.00146484375,0.00146484375,-7688.0,174224.93683616386,166536.93683616386,-174224.93683616383,130,0.9999977350234985,128.27877837619639,8714.424440729492,600
0.00244140625,0.00244140625,-7728.0,174356.1271727032,166628.1271727032,-174356.1271727032,130,0.9999939203262329,128.43158618949855,8720.173857557624,700
0.0,0.0,-7708.0,174319.3942835008,166611.3942835008,-174319.3942835008,129,1.0,128.0211789464313,8718.638663333115,800
-0.0009765625,0.0009765625,-7708.0,174294.28386001912,166586.28386001912,-174294.28386001912,130,0.9999990463256836,128.19156095470623,8717.421514013786,900
0.0009765625,0.0009765625,-7728.0,174357.07861777054,166629.07861777054,-174357.07861777052,131,0.9999990463256836,128.23914405359415,8720.249461949767,1000
